통계표,항목명1,항목명2,항목명3,단위,변환,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06
"5.8.2 지역별 소비유형별 개인 신용카드","전국","전자상거래/통신판매","      월간 일평균","십억원","원자료","236.3","245.0","238.2","249.7","249.9","252.2","242.8","252.8","243.9","253.9","264.3","287.9","288.6","280.9","300.4","301.8","298.5","302.0","317.1"
