지점,지점명,일시,기온(°C),강수량(mm),습도(%)
203,이천,2020-06-14 14:00,28.4,,49
203,이천,2020-06-14 15:00,28.2,,46
203,이천,2020-06-14 16:00,28.3,,50
203,이천,2020-06-14 17:00,27.3,,54
203,이천,2020-06-14 18:00,26.3,,61
203,이천,2020-06-14 19:00,24.9,,69
203,이천,2020-06-14 20:00,23.7,,73
203,이천,2020-06-14 21:00,22.3,,76
203,이천,2020-06-14 22:00,20.9,,86
203,이천,2020-06-14 23:00,20,,86
203,이천,2020-06-15 00:00,19.2,,91
203,이천,2020-06-15 01:00,18.5,,95
203,이천,2020-06-15 02:00,18.7,,94
203,이천,2020-06-15 03:00,18.2,,96
203,이천,2020-06-15 04:00,17.9,,96
203,이천,2020-06-15 05:00,16.8,,100
203,이천,2020-06-15 06:00,16.8,,100
203,이천,2020-06-15 07:00,18.7,,95
203,이천,2020-06-15 08:00,20.1,,89
203,이천,2020-06-15 09:00,21.4,,78
203,이천,2020-06-15 10:00,22.9,,73
203,이천,2020-06-15 11:00,24,,69
203,이천,2020-06-15 12:00,25.4,,64
203,이천,2020-06-15 13:00,27.2,,53
203,이천,2020-06-15 14:00,27.1,,55
203,이천,2020-06-15 15:00,27.5,,41
203,이천,2020-06-15 16:00,27.4,,39
203,이천,2020-06-15 17:00,27.3,,39
203,이천,2020-06-15 18:00,25.8,,41
203,이천,2020-06-15 19:00,24.6,,40
203,이천,2020-06-15 20:00,23.1,,43
203,이천,2020-06-15 21:00,22.3,,50
203,이천,2020-06-15 22:00,21.7,,60
203,이천,2020-06-15 23:00,21.4,,59
203,이천,2020-06-16 00:00,19.9,,67
203,이천,2020-06-16 01:00,19.5,,75
203,이천,2020-06-16 02:00,19.7,,80
203,이천,2020-06-16 03:00,19.9,,85
203,이천,2020-06-16 04:00,20,,85
203,이천,2020-06-16 05:00,20,,83
203,이천,2020-06-16 06:00,18.9,,89
203,이천,2020-06-16 07:00,19.4,,90
203,이천,2020-06-16 08:00,20.6,,84
203,이천,2020-06-16 09:00,21.4,,79
203,이천,2020-06-16 10:00,22.1,,74
203,이천,2020-06-16 11:00,24.3,,65
203,이천,2020-06-16 12:00,25.8,,62
203,이천,2020-06-16 13:00,26.8,,56
203,이천,2020-06-16 14:00,28,,51
203,이천,2020-06-16 15:00,28.3,,48
203,이천,2020-06-16 16:00,28.6,,45
203,이천,2020-06-16 17:00,28.6,,46
203,이천,2020-06-16 18:00,27.7,,50
203,이천,2020-06-16 19:00,26.7,,57
203,이천,2020-06-16 20:00,25.6,,62
203,이천,2020-06-16 21:00,24.5,,66
203,이천,2020-06-16 22:00,23.4,,65
203,이천,2020-06-16 23:00,22.4,,69
203,이천,2020-06-17 00:00,21.8,,69
203,이천,2020-06-17 01:00,20.1,,79
203,이천,2020-06-17 02:00,19.6,,86
203,이천,2020-06-17 03:00,18.4,,93
203,이천,2020-06-17 04:00,18.1,,93
203,이천,2020-06-17 05:00,18,,98
203,이천,2020-06-17 06:00,18.9,,99
203,이천,2020-06-17 07:00,20,,94
203,이천,2020-06-17 08:00,22.1,,83
203,이천,2020-06-17 09:00,23.5,,73
203,이천,2020-06-17 10:00,24.8,,69
203,이천,2020-06-17 11:00,25.4,,61
203,이천,2020-06-17 12:00,26.4,,61
203,이천,2020-06-17 13:00,27.2,,58
203,이천,2020-06-17 14:00,28,,55
203,이천,2020-06-17 15:00,28.3,,50
203,이천,2020-06-17 16:00,28.6,,50
203,이천,2020-06-17 17:00,27.8,,51
203,이천,2020-06-17 18:00,27,,54
203,이천,2020-06-17 19:00,25.8,,55
203,이천,2020-06-17 20:00,24.4,,65
203,이천,2020-06-17 21:00,23.4,,70
203,이천,2020-06-17 22:00,22.4,,71
203,이천,2020-06-17 23:00,21.7,,74
203,이천,2020-06-18 00:00,21.1,,77
203,이천,2020-06-18 01:00,20.7,,80
203,이천,2020-06-18 02:00,20.2,,84
203,이천,2020-06-18 03:00,19.9,,88
203,이천,2020-06-18 04:00,19.8,,88
203,이천,2020-06-18 05:00,19.2,,91
203,이천,2020-06-18 06:00,18.7,,95
203,이천,2020-06-18 07:00,19.7,,89
203,이천,2020-06-18 08:00,20.3,,88
203,이천,2020-06-18 09:00,21.3,,80
203,이천,2020-06-18 10:00,21.8,,76
203,이천,2020-06-18 11:00,22.3,,74
203,이천,2020-06-18 12:00,23.1,,71
203,이천,2020-06-18 13:00,22.8,,72
203,이천,2020-06-18 14:00,24.2,,64
203,이천,2020-06-18 15:00,24.7,,63
203,이천,2020-06-18 16:00,24.7,,65
203,이천,2020-06-18 17:00,24.5,,61
203,이천,2020-06-18 18:00,24.1,,65
203,이천,2020-06-18 19:00,23.5,,67
203,이천,2020-06-18 20:00,22.3,,78
203,이천,2020-06-18 21:00,22.2,,79
203,이천,2020-06-18 22:00,21.5,,80
203,이천,2020-06-18 23:00,21.7,,83
203,이천,2020-06-19 00:00,21.4,,85
203,이천,2020-06-19 01:00,21.1,,85
203,이천,2020-06-19 02:00,20.7,,87
203,이천,2020-06-19 03:00,20.6,,83
203,이천,2020-06-19 04:00,20.2,,87
203,이천,2020-06-19 05:00,19.7,,89
203,이천,2020-06-19 06:00,20,,85
203,이천,2020-06-19 07:00,20.6,,83
203,이천,2020-06-19 08:00,21.3,,81
203,이천,2020-06-19 09:00,24,,67
203,이천,2020-06-19 10:00,23.4,,70
203,이천,2020-06-19 11:00,25.3,,64
203,이천,2020-06-19 12:00,26.3,,58
203,이천,2020-06-19 13:00,27.9,,55
203,이천,2020-06-19 14:00,29,,48
203,이천,2020-06-19 15:00,28.6,,49
203,이천,2020-06-19 16:00,28.8,,52
203,이천,2020-06-19 17:00,28.5,,54
203,이천,2020-06-19 18:00,28,,55
203,이천,2020-06-19 19:00,27.3,,58
203,이천,2020-06-19 20:00,26.4,,62
203,이천,2020-06-19 21:00,24.9,,66
203,이천,2020-06-19 22:00,23.9,,69
203,이천,2020-06-19 23:00,22.7,,74
203,이천,2020-06-20 00:00,21.8,,77
203,이천,2020-06-20 01:00,20.2,,88
203,이천,2020-06-20 02:00,19.5,,94
203,이천,2020-06-20 03:00,19.4,,93
203,이천,2020-06-20 04:00,19.2,,96
203,이천,2020-06-20 05:00,18.4,,98
203,이천,2020-06-20 06:00,18.3,,100
203,이천,2020-06-20 07:00,20.1,,92
203,이천,2020-06-20 08:00,22.2,,82
203,이천,2020-06-20 09:00,24,,73
203,이천,2020-06-20 10:00,25.7,,69
203,이천,2020-06-20 11:00,26.5,,68
203,이천,2020-06-20 12:00,27.8,,60
203,이천,2020-06-20 13:00,28.8,,54
203,이천,2020-06-20 14:00,30.5,,51
203,이천,2020-06-20 15:00,30,,51
203,이천,2020-06-20 16:00,30.5,,49
203,이천,2020-06-20 17:00,29.8,,50
203,이천,2020-06-20 18:00,28.3,,59
203,이천,2020-06-20 19:00,26.9,,61
203,이천,2020-06-20 20:00,25.5,,65
203,이천,2020-06-20 21:00,24,,71
203,이천,2020-06-20 22:00,23.3,,73
203,이천,2020-06-20 23:00,22.6,,76
203,이천,2020-06-21 00:00,22.3,,75
203,이천,2020-06-21 01:00,21.7,,76
203,이천,2020-06-21 02:00,20.3,,88
203,이천,2020-06-21 03:00,20.5,,87
203,이천,2020-06-21 04:00,20.2,,88
203,이천,2020-06-21 05:00,19.2,,92
203,이천,2020-06-21 06:00,19.2,,94
203,이천,2020-06-21 07:00,20.7,,87
203,이천,2020-06-21 08:00,22.4,,82
203,이천,2020-06-21 09:00,24.4,,72
203,이천,2020-06-21 10:00,26,,65
203,이천,2020-06-21 11:00,28,,53
203,이천,2020-06-21 12:00,29.1,,50
203,이천,2020-06-21 13:00,30.5,,47
203,이천,2020-06-21 14:00,31.4,,43
203,이천,2020-06-21 15:00,31.8,,41
203,이천,2020-06-21 16:00,32.2,,44
203,이천,2020-06-21 17:00,31.1,,44
203,이천,2020-06-21 18:00,31.2,,45
203,이천,2020-06-21 19:00,29.5,,50
203,이천,2020-06-21 20:00,28,,58
203,이천,2020-06-21 21:00,26.3,,64
203,이천,2020-06-21 22:00,25.6,,66
203,이천,2020-06-21 23:00,24.9,,69
203,이천,2020-06-22 00:00,24.2,,70
203,이천,2020-06-22 01:00,22.7,,79
203,이천,2020-06-22 02:00,21.7,,83
203,이천,2020-06-22 03:00,20.4,,92
203,이천,2020-06-22 04:00,20.1,,98
203,이천,2020-06-22 05:00,19.5,,98
203,이천,2020-06-22 06:00,19.4,,99
203,이천,2020-06-22 07:00,21.4,,91
203,이천,2020-06-22 08:00,23.8,,81
203,이천,2020-06-22 09:00,25.9,,71
203,이천,2020-06-22 10:00,27.5,,64
203,이천,2020-06-22 11:00,29.9,,56
203,이천,2020-06-22 12:00,31.1,,47
203,이천,2020-06-22 13:00,32,,44
203,이천,2020-06-22 14:00,33.6,,37
203,이천,2020-06-22 15:00,33.9,,34
203,이천,2020-06-22 16:00,34.5,,32
203,이천,2020-06-22 17:00,34.1,,31
203,이천,2020-06-22 18:00,33,,35
203,이천,2020-06-22 19:00,32,,42
203,이천,2020-06-22 20:00,30.1,,49
203,이천,2020-06-22 21:00,28.2,,57
203,이천,2020-06-22 22:00,27.7,,55
203,이천,2020-06-22 23:00,26.9,,56
203,이천,2020-06-23 00:00,25,,63
203,이천,2020-06-23 01:00,23.9,,68
203,이천,2020-06-23 02:00,23.2,,67
203,이천,2020-06-23 03:00,22.7,,68
203,이천,2020-06-23 04:00,22.3,,70
203,이천,2020-06-23 05:00,21.4,,77
203,이천,2020-06-23 06:00,20.7,,84
203,이천,2020-06-23 07:00,22.6,,79
203,이천,2020-06-23 08:00,24.8,,71
203,이천,2020-06-23 09:00,26.3,,61
203,이천,2020-06-23 10:00,28.5,,57
203,이천,2020-06-23 11:00,28.7,,50
203,이천,2020-06-23 12:00,29.9,,52
203,이천,2020-06-23 13:00,30.7,,50
203,이천,2020-06-23 14:00,30.4,,50
203,이천,2020-06-23 15:00,30.6,,51
203,이천,2020-06-23 16:00,30.2,,55
203,이천,2020-06-23 17:00,29.3,,57
203,이천,2020-06-23 18:00,28.9,,58
203,이천,2020-06-23 19:00,27.9,,60
203,이천,2020-06-23 20:00,26.7,,64
203,이천,2020-06-23 21:00,26.4,,66
203,이천,2020-06-23 22:00,25.4,,71
203,이천,2020-06-23 23:00,25,,75
203,이천,2020-06-24 00:00,24.4,,83
203,이천,2020-06-24 01:00,23.6,,89
203,이천,2020-06-24 02:00,23.9,,87
203,이천,2020-06-24 03:00,23.5,,90
203,이천,2020-06-24 04:00,23.1,,93
203,이천,2020-06-24 05:00,22.8,,95
203,이천,2020-06-24 06:00,24.1,,68
203,이천,2020-06-24 07:00,24.6,,65
203,이천,2020-06-24 08:00,22.7,.4,77
203,이천,2020-06-24 09:00,23.3,.2,76
203,이천,2020-06-24 10:00,23.6,,72
203,이천,2020-06-24 11:00,21.1,3.6,96
203,이천,2020-06-24 12:00,20.4,2.5,99
203,이천,2020-06-24 13:00,20.4,2.4,100
203,이천,2020-06-24 14:00,20.3,1.3,100
203,이천,2020-06-24 15:00,20.2,1.3,100
203,이천,2020-06-24 16:00,20,.9,100
203,이천,2020-06-24 17:00,19.8,1.5,100
203,이천,2020-06-24 18:00,19.8,1.3,100
203,이천,2020-06-24 19:00,19.7,.5,100
203,이천,2020-06-24 20:00,19.8,0,100
203,이천,2020-06-24 21:00,19.8,0,100
203,이천,2020-06-24 22:00,19.8,.1,100
203,이천,2020-06-24 23:00,19.8,,100
203,이천,2020-06-25 00:00,19.9,0,100
203,이천,2020-06-25 01:00,19.8,.4,100
203,이천,2020-06-25 02:00,19.7,.2,100
203,이천,2020-06-25 03:00,19.8,1.2,100
203,이천,2020-06-25 04:00,19.8,.9,100
203,이천,2020-06-25 05:00,19.8,.8,100
203,이천,2020-06-25 06:00,20,.7,100
203,이천,2020-06-25 07:00,20.2,1,100
203,이천,2020-06-25 08:00,21,.5,100
203,이천,2020-06-25 09:00,21.8,0,100
203,이천,2020-06-25 10:00,22,0,100
203,이천,2020-06-25 11:00,22.2,0,100
203,이천,2020-06-25 12:00,23.2,.1,94
203,이천,2020-06-25 13:00,22.8,.1,97
203,이천,2020-06-25 14:00,23.9,0,87
203,이천,2020-06-25 15:00,23.1,,88
203,이천,2020-06-25 16:00,22.9,,89
203,이천,2020-06-25 17:00,22.7,0,91
203,이천,2020-06-25 18:00,22.5,,89
203,이천,2020-06-25 19:00,22,0,91
203,이천,2020-06-25 20:00,21.7,,92
203,이천,2020-06-25 21:00,21.4,,94
203,이천,2020-06-25 22:00,21.2,0,96
203,이천,2020-06-25 23:00,20.7,0,99
203,이천,2020-06-26 00:00,20.4,0,99
203,이천,2020-06-26 01:00,19.8,.4,100
203,이천,2020-06-26 02:00,19.8,.6,100
203,이천,2020-06-26 03:00,19.5,.1,100
203,이천,2020-06-26 04:00,19.5,.2,100
203,이천,2020-06-26 05:00,19.2,0,100
203,이천,2020-06-26 06:00,19.3,,99
203,이천,2020-06-26 07:00,19.2,0,100
203,이천,2020-06-26 08:00,19.3,0,100
203,이천,2020-06-26 09:00,19.5,.1,99
203,이천,2020-06-26 10:00,20.5,,95
203,이천,2020-06-26 11:00,21.8,,91
203,이천,2020-06-26 12:00,23,,82
203,이천,2020-06-26 13:00,24.3,,77
203,이천,2020-06-26 14:00,25.1,,69
203,이천,2020-06-26 15:00,25,,69
203,이천,2020-06-26 16:00,26,,65
203,이천,2020-06-26 17:00,25.5,,65
203,이천,2020-06-26 18:00,25.1,,70
203,이천,2020-06-26 19:00,23.9,,73
203,이천,2020-06-26 20:00,23.1,,77
203,이천,2020-06-26 21:00,21.8,,85
203,이천,2020-06-26 22:00,21.5,,85
203,이천,2020-06-26 23:00,21.4,,85
203,이천,2020-06-27 00:00,20.8,,90
203,이천,2020-06-27 01:00,19.8,,95
203,이천,2020-06-27 02:00,20,,94
203,이천,2020-06-27 03:00,20,,95
203,이천,2020-06-27 04:00,19.4,,100
203,이천,2020-06-27 05:00,19.2,,100
203,이천,2020-06-27 06:00,19.3,,100
203,이천,2020-06-27 07:00,20,,99
203,이천,2020-06-27 08:00,21,0,94
203,이천,2020-06-27 09:00,22.3,,90
203,이천,2020-06-27 10:00,23,,82
203,이천,2020-06-27 11:00,24.2,,76
203,이천,2020-06-27 12:00,24.8,,68
203,이천,2020-06-27 13:00,26.8,,59
203,이천,2020-06-27 14:00,27.3,,64
203,이천,2020-06-27 15:00,27.2,,62
203,이천,2020-06-27 16:00,28,,62
203,이천,2020-06-27 17:00,28,,60
203,이천,2020-06-27 18:00,27.5,,61
203,이천,2020-06-27 19:00,26.7,,63
203,이천,2020-06-27 20:00,25.3,,70
203,이천,2020-06-27 21:00,24.2,,74
203,이천,2020-06-27 22:00,23.7,,74
203,이천,2020-06-27 23:00,23.3,,75
203,이천,2020-06-28 00:00,22.7,,77
203,이천,2020-06-28 01:00,21.6,,85
203,이천,2020-06-28 02:00,20.4,,90
203,이천,2020-06-28 03:00,20.1,,93
203,이천,2020-06-28 04:00,19.9,,94
203,이천,2020-06-28 05:00,19.8,,97
203,이천,2020-06-28 06:00,19.6,,99
203,이천,2020-06-28 07:00,21.7,,91
203,이천,2020-06-28 08:00,23,,86
203,이천,2020-06-28 09:00,24.3,,83
203,이천,2020-06-28 10:00,25.6,,71
203,이천,2020-06-28 11:00,27.3,,63
203,이천,2020-06-28 12:00,27.8,,56
203,이천,2020-06-28 13:00,28.7,,51
203,이천,2020-06-28 14:00,29.7,,44
203,이천,2020-06-28 15:00,29.6,,50
203,이천,2020-06-28 16:00,29.1,,61
203,이천,2020-06-28 17:00,28.8,,60
203,이천,2020-06-28 18:00,28.1,,60
203,이천,2020-06-28 19:00,26.6,,63
203,이천,2020-06-28 20:00,25.3,,68
203,이천,2020-06-28 21:00,24.3,,72
203,이천,2020-06-28 22:00,23.3,,78
203,이천,2020-06-28 23:00,22.6,,85
203,이천,2020-06-29 00:00,22.2,,86
203,이천,2020-06-29 01:00,20.2,,96
203,이천,2020-06-29 02:00,20.5,,93
203,이천,2020-06-29 03:00,19.8,,94
203,이천,2020-06-29 04:00,18.5,,100
203,이천,2020-06-29 05:00,18.3,,100
203,이천,2020-06-29 06:00,18.4,,100
203,이천,2020-06-29 07:00,20.5,,94
203,이천,2020-06-29 08:00,22.1,,88
203,이천,2020-06-29 09:00,23.6,,81
203,이천,2020-06-29 10:00,24.3,,81
203,이천,2020-06-29 11:00,25.5,,78
203,이천,2020-06-29 12:00,25.8,,77
203,이천,2020-06-29 13:00,26.6,,70
203,이천,2020-06-29 14:00,26.1,,74
203,이천,2020-06-29 15:00,25.5,,70
203,이천,2020-06-29 16:00,25.9,,71
203,이천,2020-06-29 17:00,26.1,,69
203,이천,2020-06-29 18:00,25.5,,70
203,이천,2020-06-29 19:00,23.5,.1,84
203,이천,2020-06-29 20:00,21.8,.1,97
203,이천,2020-06-29 21:00,21,2,100
203,이천,2020-06-29 22:00,20.2,5.6,99
203,이천,2020-06-29 23:00,19.3,4.5,100
203,이천,2020-06-30 00:00,19,9.3,100
203,이천,2020-06-30 01:00,19.1,12.2,100
203,이천,2020-06-30 02:00,19.1,3.6,100
203,이천,2020-06-30 03:00,18.8,.1,100
203,이천,2020-06-30 04:00,18.9,0,98
203,이천,2020-06-30 05:00,18.3,3.8,100
203,이천,2020-06-30 06:00,18.2,4.8,100
203,이천,2020-06-30 07:00,18.5,2.1,100
203,이천,2020-06-30 08:00,19.3,1.1,100
203,이천,2020-06-30 09:00,20.3,.1,96
203,이천,2020-06-30 10:00,21.4,0,90
203,이천,2020-06-30 11:00,22.5,,79
203,이천,2020-06-30 12:00,23,,78
203,이천,2020-06-30 13:00,22.6,,75
203,이천,2020-06-30 14:00,21.5,.2,86
203,이천,2020-06-30 15:00,22.9,.1,80
203,이천,2020-06-30 16:00,22.8,,74
203,이천,2020-06-30 17:00,22.5,,73
203,이천,2020-06-30 18:00,22.4,0,65
203,이천,2020-06-30 19:00,21.6,,67
203,이천,2020-06-30 20:00,20.5,,77
203,이천,2020-06-30 21:00,19.6,,85
203,이천,2020-06-30 22:00,19.2,0,89
203,이천,2020-06-30 23:00,17.8,1.6,100
