지점,지점명,일시,기온(°C),강수량(mm),습도(%)
98,동두천,2020-06-01 00:00,16.2,.1,99
98,동두천,2020-06-01 01:00,16.6,0,98
98,동두천,2020-06-01 02:00,16.7,0,97
98,동두천,2020-06-01 03:00,16.6,,97
98,동두천,2020-06-01 04:00,16.3,,96
98,동두천,2020-06-01 05:00,16.1,.4,99
98,동두천,2020-06-01 06:00,15.9,.1,98
98,동두천,2020-06-01 07:00,16.7,,95
98,동두천,2020-06-01 08:00,17.5,,89
98,동두천,2020-06-01 09:00,19.3,,76
98,동두천,2020-06-01 10:00,21.3,,68
98,동두천,2020-06-01 11:00,22.5,,57
98,동두천,2020-06-01 12:00,22.9,,52
98,동두천,2020-06-01 13:00,24.2,,51
98,동두천,2020-06-01 14:00,24.4,,46
98,동두천,2020-06-01 15:00,24.7,,46
98,동두천,2020-06-01 16:00,23.9,,42
98,동두천,2020-06-01 17:00,23.6,,43
98,동두천,2020-06-01 18:00,22.7,,47
98,동두천,2020-06-01 19:00,21.3,,51
98,동두천,2020-06-01 20:00,19.2,,60
98,동두천,2020-06-01 21:00,18.3,,61
98,동두천,2020-06-01 22:00,16.8,,68
98,동두천,2020-06-01 23:00,16.6,,69
98,동두천,2020-06-02 00:00,15.2,,75
98,동두천,2020-06-02 01:00,14.8,,76
98,동두천,2020-06-02 02:00,14.3,,80
98,동두천,2020-06-02 03:00,14,,83
98,동두천,2020-06-02 04:00,14.1,,80
98,동두천,2020-06-02 05:00,13.6,,82
98,동두천,2020-06-02 06:00,13.4,,85
98,동두천,2020-06-02 07:00,14.3,,82
98,동두천,2020-06-02 08:00,14.6,,84
98,동두천,2020-06-02 09:00,15.4,0,84
98,동두천,2020-06-02 10:00,15.2,0,87
98,동두천,2020-06-02 11:00,13.6,2.1,95
98,동두천,2020-06-02 12:00,15.9,1,77
98,동두천,2020-06-02 13:00,20.3,,62
98,동두천,2020-06-02 14:00,20.9,,57
98,동두천,2020-06-02 15:00,20.2,,54
98,동두천,2020-06-02 16:00,20,,55
98,동두천,2020-06-02 17:00,19.1,,68
98,동두천,2020-06-02 18:00,18.2,0,75
98,동두천,2020-06-02 19:00,17.9,0,77
98,동두천,2020-06-02 20:00,17.6,,80
98,동두천,2020-06-02 21:00,17.8,,78
98,동두천,2020-06-02 22:00,17.9,0,78
98,동두천,2020-06-02 23:00,17.7,,85
98,동두천,2020-06-03 00:00,17.3,,87
98,동두천,2020-06-03 01:00,17.2,,89
98,동두천,2020-06-03 02:00,17.2,,90
98,동두천,2020-06-03 03:00,17.2,,91
98,동두천,2020-06-03 04:00,17.2,,92
98,동두천,2020-06-03 05:00,17,,93
98,동두천,2020-06-03 06:00,17.2,,93
98,동두천,2020-06-03 07:00,17.8,,91
98,동두천,2020-06-03 08:00,19.5,,84
98,동두천,2020-06-03 09:00,21.2,,73
98,동두천,2020-06-03 10:00,22.8,,74
98,동두천,2020-06-03 11:00,23.2,,61
98,동두천,2020-06-03 12:00,25.2,,60
98,동두천,2020-06-03 13:00,26.7,,56
98,동두천,2020-06-03 14:00,27.5,,53
98,동두천,2020-06-03 15:00,27.7,,52
98,동두천,2020-06-03 16:00,27.9,,50
98,동두천,2020-06-03 17:00,27.6,,57
98,동두천,2020-06-03 18:00,24.7,,69
98,동두천,2020-06-03 19:00,22.3,,79
98,동두천,2020-06-03 20:00,21.1,,85
98,동두천,2020-06-03 21:00,19.7,,90
98,동두천,2020-06-03 22:00,19.2,,90
98,동두천,2020-06-03 23:00,19.1,,90
98,동두천,2020-06-04 00:00,18.7,,92
98,동두천,2020-06-04 01:00,18.8,,90
98,동두천,2020-06-04 02:00,19.2,,88
98,동두천,2020-06-04 03:00,19.1,,90
98,동두천,2020-06-04 04:00,18.8,,92
98,동두천,2020-06-04 05:00,19.2,,92
98,동두천,2020-06-04 06:00,19.7,,93
98,동두천,2020-06-04 07:00,19.7,,93
98,동두천,2020-06-04 08:00,20.2,,94
98,동두천,2020-06-04 09:00,20.9,,90
98,동두천,2020-06-04 10:00,21.6,,91
98,동두천,2020-06-04 11:00,23.9,,78
98,동두천,2020-06-04 12:00,25.1,,69
98,동두천,2020-06-04 13:00,26.7,,66
98,동두천,2020-06-04 14:00,26.3,,69
98,동두천,2020-06-04 15:00,25.4,,71
98,동두천,2020-06-04 16:00,24,,75
98,동두천,2020-06-04 17:00,23,,77
98,동두천,2020-06-04 18:00,22,,84
98,동두천,2020-06-04 19:00,21.3,,88
98,동두천,2020-06-04 20:00,20.6,,92
98,동두천,2020-06-04 21:00,20.1,,93
98,동두천,2020-06-04 22:00,19.8,,94
98,동두천,2020-06-04 23:00,19.5,,95
98,동두천,2020-06-05 00:00,18.8,,96
98,동두천,2020-06-05 01:00,18.3,,97
98,동두천,2020-06-05 02:00,18.2,,97
98,동두천,2020-06-05 03:00,18.1,,97
98,동두천,2020-06-05 04:00,17.5,,97
98,동두천,2020-06-05 05:00,17.7,,97
98,동두천,2020-06-05 06:00,18,,96
98,동두천,2020-06-05 07:00,18.3,,95
98,동두천,2020-06-05 08:00,19.5,,92
98,동두천,2020-06-05 09:00,20.4,,83
98,동두천,2020-06-05 10:00,22.7,,72
98,동두천,2020-06-05 11:00,24,,66
98,동두천,2020-06-05 12:00,25.8,,65
98,동두천,2020-06-05 13:00,26.6,,45
98,동두천,2020-06-05 14:00,27.1,,39
98,동두천,2020-06-05 15:00,27.7,,49
98,동두천,2020-06-05 16:00,28.5,,41
98,동두천,2020-06-05 17:00,27.4,,49
98,동두천,2020-06-05 18:00,27.1,,45
98,동두천,2020-06-05 19:00,25.2,,56
98,동두천,2020-06-05 20:00,24,,61
98,동두천,2020-06-05 21:00,22.3,,76
98,동두천,2020-06-05 22:00,20.4,,81
98,동두천,2020-06-05 23:00,19.5,,86
98,동두천,2020-06-06 00:00,19.1,,89
98,동두천,2020-06-06 01:00,17.8,,93
98,동두천,2020-06-06 02:00,17.2,,96
98,동두천,2020-06-06 03:00,16.8,,97
98,동두천,2020-06-06 04:00,16.3,,98
98,동두천,2020-06-06 05:00,16.1,,98
98,동두천,2020-06-06 06:00,16.3,,98
98,동두천,2020-06-06 07:00,18,,93
98,동두천,2020-06-06 08:00,20.1,,85
98,동두천,2020-06-06 09:00,22.9,,73
98,동두천,2020-06-06 10:00,25.2,,66
98,동두천,2020-06-06 11:00,26.8,,58
98,동두천,2020-06-06 12:00,27.3,,55
98,동두천,2020-06-06 13:00,27.4,,51
98,동두천,2020-06-06 14:00,29.4,,46
98,동두천,2020-06-06 15:00,29.2,,51
98,동두천,2020-06-06 16:00,28.8,,46
98,동두천,2020-06-06 17:00,28.8,,46
98,동두천,2020-06-06 18:00,28.1,,56
98,동두천,2020-06-06 19:00,26.7,,61
98,동두천,2020-06-06 20:00,25.1,,67
98,동두천,2020-06-06 21:00,23.8,,74
98,동두천,2020-06-06 22:00,22.6,,78
98,동두천,2020-06-06 23:00,21.8,,83
98,동두천,2020-06-07 00:00,21.7,,84
98,동두천,2020-06-07 01:00,20.8,,88
98,동두천,2020-06-07 02:00,20.8,,84
98,동두천,2020-06-07 03:00,19.6,,88
98,동두천,2020-06-07 04:00,19,,90
98,동두천,2020-06-07 05:00,18.2,,93
98,동두천,2020-06-07 06:00,18.6,,93
98,동두천,2020-06-07 07:00,19.3,,90
98,동두천,2020-06-07 08:00,20.5,,85
98,동두천,2020-06-07 09:00,20.7,,82
98,동두천,2020-06-07 10:00,21.8,,77
98,동두천,2020-06-07 11:00,23.7,,75
98,동두천,2020-06-07 12:00,25.2,,64
98,동두천,2020-06-07 13:00,27.2,,56
98,동두천,2020-06-07 14:00,28,,54
98,동두천,2020-06-07 15:00,27.9,,56
98,동두천,2020-06-07 16:00,28.3,,57
98,동두천,2020-06-07 17:00,27.7,,58
98,동두천,2020-06-07 18:00,25.1,,69
98,동두천,2020-06-07 19:00,23.7,,73
98,동두천,2020-06-07 20:00,21.9,,83
98,동두천,2020-06-07 21:00,21.4,,86
98,동두천,2020-06-07 22:00,20.6,,90
98,동두천,2020-06-07 23:00,20.3,,91
98,동두천,2020-06-08 00:00,19.2,,94
98,동두천,2020-06-08 01:00,18.2,,96
98,동두천,2020-06-08 02:00,18.2,,97
98,동두천,2020-06-08 03:00,18.8,,95
98,동두천,2020-06-08 04:00,18.8,,95
98,동두천,2020-06-08 05:00,19.2,,94
98,동두천,2020-06-08 06:00,19.2,,95
98,동두천,2020-06-08 07:00,20.1,,93
98,동두천,2020-06-08 08:00,20.9,,88
98,동두천,2020-06-08 09:00,23,,80
98,동두천,2020-06-08 10:00,23.4,,70
98,동두천,2020-06-08 11:00,25.3,,67
98,동두천,2020-06-08 12:00,27.3,,62
98,동두천,2020-06-08 13:00,29.1,,55
98,동두천,2020-06-08 14:00,30.1,,50
98,동두천,2020-06-08 15:00,29.7,,51
98,동두천,2020-06-08 16:00,30.2,,51
98,동두천,2020-06-08 17:00,29.5,,54
98,동두천,2020-06-08 18:00,28.3,,61
98,동두천,2020-06-08 19:00,25.7,,67
98,동두천,2020-06-08 20:00,23.7,,69
98,동두천,2020-06-08 21:00,22.9,,69
98,동두천,2020-06-08 22:00,22,,74
98,동두천,2020-06-08 23:00,21.2,,81
98,동두천,2020-06-09 00:00,20.7,,83
98,동두천,2020-06-09 01:00,19.8,,85
98,동두천,2020-06-09 02:00,19.3,,82
98,동두천,2020-06-09 03:00,18.7,,86
98,동두천,2020-06-09 04:00,18.5,,87
98,동두천,2020-06-09 05:00,17.5,,92
98,동두천,2020-06-09 06:00,17.6,,93
98,동두천,2020-06-09 07:00,19.7,,87
98,동두천,2020-06-09 08:00,22.1,,77
98,동두천,2020-06-09 09:00,24.3,,71
98,동두천,2020-06-09 10:00,26.9,,60
98,동두천,2020-06-09 11:00,28.7,,58
98,동두천,2020-06-09 12:00,29.9,,52
98,동두천,2020-06-09 13:00,31.3,,50
98,동두천,2020-06-09 14:00,32,,46
98,동두천,2020-06-09 15:00,32.4,,45
98,동두천,2020-06-09 16:00,30,,56
98,동두천,2020-06-09 17:00,30.6,,47
98,동두천,2020-06-09 18:00,30,,50
98,동두천,2020-06-09 19:00,28.1,,52
98,동두천,2020-06-09 20:00,26.2,,56
98,동두천,2020-06-09 21:00,25.2,,58
98,동두천,2020-06-09 22:00,24.1,,64
98,동두천,2020-06-09 23:00,22.7,,69
98,동두천,2020-06-10 00:00,22.1,,71
98,동두천,2020-06-10 01:00,20.9,,79
98,동두천,2020-06-10 02:00,20.1,,82
98,동두천,2020-06-10 03:00,20.2,,84
98,동두천,2020-06-10 04:00,20.2,,83
98,동두천,2020-06-10 05:00,19.7,,85
98,동두천,2020-06-10 06:00,19.7,,87
98,동두천,2020-06-10 07:00,20.3,,87
98,동두천,2020-06-10 08:00,23.2,,76
98,동두천,2020-06-10 09:00,25,,66
98,동두천,2020-06-10 10:00,27.7,,58
98,동두천,2020-06-10 11:00,29.5,,52
98,동두천,2020-06-10 12:00,29.1,,57
98,동두천,2020-06-10 13:00,29,,56
98,동두천,2020-06-10 14:00,30.6,,57
98,동두천,2020-06-10 15:00,29.9,,53
98,동두천,2020-06-10 16:00,28.1,,60
98,동두천,2020-06-10 17:00,26.7,,66
98,동두천,2020-06-10 18:00,25.6,0,70
98,동두천,2020-06-10 19:00,24.7,0,75
98,동두천,2020-06-10 20:00,24.5,,74
98,동두천,2020-06-10 21:00,23.3,0,85
98,동두천,2020-06-10 22:00,21.4,1.3,97
98,동두천,2020-06-10 23:00,21.2,.7,99
98,동두천,2020-06-11 00:00,21.1,0,99
98,동두천,2020-06-11 01:00,21.1,,99
98,동두천,2020-06-11 02:00,20.7,,99
98,동두천,2020-06-11 03:00,20.7,,99
98,동두천,2020-06-11 04:00,20.7,,99
98,동두천,2020-06-11 05:00,20.6,,99
98,동두천,2020-06-11 06:00,20.6,,100
98,동두천,2020-06-11 07:00,21.8,,96
98,동두천,2020-06-11 08:00,22.7,,93
98,동두천,2020-06-11 09:00,24.8,,82
98,동두천,2020-06-11 10:00,25.9,,76
98,동두천,2020-06-11 11:00,27.2,,68
98,동두천,2020-06-11 12:00,28.4,,63
98,동두천,2020-06-11 13:00,30.1,,59
98,동두천,2020-06-11 14:00,31.2,,43
98,동두천,2020-06-11 15:00,31.6,,44
98,동두천,2020-06-11 16:00,31.4,,44
98,동두천,2020-06-11 17:00,30.8,,42
98,동두천,2020-06-11 18:00,29.1,,46
98,동두천,2020-06-11 19:00,28,,49
98,동두천,2020-06-11 20:00,27,,56
98,동두천,2020-06-11 21:00,25.5,,62
98,동두천,2020-06-11 22:00,25.2,,70
98,동두천,2020-06-11 23:00,23.9,,78
98,동두천,2020-06-12 00:00,22.8,,81
98,동두천,2020-06-12 01:00,22.2,,84
98,동두천,2020-06-12 02:00,21.6,,82
98,동두천,2020-06-12 03:00,20.1,,90
98,동두천,2020-06-12 04:00,19.3,,93
98,동두천,2020-06-12 05:00,18.8,,95
98,동두천,2020-06-12 06:00,18.7,,96
98,동두천,2020-06-12 07:00,20.6,,92
98,동두천,2020-06-12 08:00,22.8,,86
98,동두천,2020-06-12 09:00,24.2,,81
98,동두천,2020-06-12 10:00,26.5,,64
98,동두천,2020-06-12 11:00,26.1,,63
98,동두천,2020-06-12 12:00,25.8,,65
98,동두천,2020-06-12 13:00,26.7,,61
98,동두천,2020-06-12 14:00,26.7,,60
98,동두천,2020-06-12 15:00,26.6,,65
98,동두천,2020-06-12 16:00,26.6,,65
98,동두천,2020-06-12 17:00,26.4,,58
98,동두천,2020-06-12 18:00,26.1,,57
98,동두천,2020-06-12 19:00,25.2,,59
98,동두천,2020-06-12 20:00,24.3,,67
98,동두천,2020-06-12 21:00,22.8,,74
98,동두천,2020-06-12 22:00,21.6,,80
98,동두천,2020-06-12 23:00,20.9,,81
98,동두천,2020-06-13 00:00,20.2,,82
98,동두천,2020-06-13 01:00,19.8,,82
98,동두천,2020-06-13 02:00,18.9,,85
98,동두천,2020-06-13 03:00,17.8,,92
98,동두천,2020-06-13 04:00,16.9,,95
98,동두천,2020-06-13 05:00,17.1,,92
98,동두천,2020-06-13 06:00,16.7,,93
98,동두천,2020-06-13 07:00,18.2,,91
98,동두천,2020-06-13 08:00,20.8,,79
98,동두천,2020-06-13 09:00,24.3,,63
98,동두천,2020-06-13 10:00,26.7,,44
98,동두천,2020-06-13 11:00,28.7,,33
98,동두천,2020-06-13 12:00,30.9,,30
98,동두천,2020-06-13 13:00,32.1,,27
98,동두천,2020-06-13 14:00,32.3,,29
98,동두천,2020-06-13 15:00,33.1,,24
98,동두천,2020-06-13 16:00,32.5,,26
98,동두천,2020-06-13 17:00,32.2,,36
98,동두천,2020-06-13 18:00,29.8,,38
98,동두천,2020-06-13 19:00,27.5,,49
98,동두천,2020-06-13 20:00,26.8,,45
98,동두천,2020-06-13 21:00,25.8,,49
98,동두천,2020-06-13 22:00,26,,51
98,동두천,2020-06-13 23:00,25.3,,53
98,동두천,2020-06-14 00:00,25.2,0,53
98,동두천,2020-06-14 01:00,24.7,,59
98,동두천,2020-06-14 02:00,23.8,,68
98,동두천,2020-06-14 03:00,20,.3,95
98,동두천,2020-06-14 04:00,20,.3,96
98,동두천,2020-06-14 05:00,19.8,,95
98,동두천,2020-06-14 06:00,20.4,,93
98,동두천,2020-06-14 07:00,21.1,,91
98,동두천,2020-06-14 08:00,22.1,,91
98,동두천,2020-06-14 09:00,22.2,,88
98,동두천,2020-06-14 10:00,23.6,,84
98,동두천,2020-06-14 11:00,25.5,,75
98,동두천,2020-06-14 12:00,27.1,,61
98,동두천,2020-06-14 13:00,28.5,,56
98,동두천,2020-06-14 14:00,29,,57
98,동두천,2020-06-14 15:00,29.2,,57
98,동두천,2020-06-14 16:00,28.7,,55
98,동두천,2020-06-14 17:00,28.1,,58
98,동두천,2020-06-14 18:00,27.1,,65
98,동두천,2020-06-14 19:00,25.1,,69
98,동두천,2020-06-14 20:00,22.9,,79
98,동두천,2020-06-14 21:00,21.7,,84
98,동두천,2020-06-14 22:00,20.9,,86
98,동두천,2020-06-14 23:00,20.3,,89
98,동두천,2020-06-15 00:00,19.2,,92
98,동두천,2020-06-15 01:00,19,,92
98,동두천,2020-06-15 02:00,18.2,,93
98,동두천,2020-06-15 03:00,17.7,,94
98,동두천,2020-06-15 04:00,17.1,,95
98,동두천,2020-06-15 05:00,16.7,,96
98,동두천,2020-06-15 06:00,17.2,,95
98,동두천,2020-06-15 07:00,19.1,,92
98,동두천,2020-06-15 08:00,20.8,,85
98,동두천,2020-06-15 09:00,22.2,,76
98,동두천,2020-06-15 10:00,24.1,,68
98,동두천,2020-06-15 11:00,26.7,,62
98,동두천,2020-06-15 12:00,28,,49
98,동두천,2020-06-15 13:00,29,,43
98,동두천,2020-06-15 14:00,28,,43
98,동두천,2020-06-15 15:00,28.7,,38
98,동두천,2020-06-15 16:00,27.1,,39
98,동두천,2020-06-15 17:00,25.9,,38
98,동두천,2020-06-15 18:00,25.7,,39
98,동두천,2020-06-15 19:00,23.9,,44
98,동두천,2020-06-15 20:00,22.2,,55
98,동두천,2020-06-15 21:00,21.4,,60
98,동두천,2020-06-15 22:00,20.8,,67
98,동두천,2020-06-15 23:00,19.7,,74
98,동두천,2020-06-16 00:00,19.1,,84
98,동두천,2020-06-16 01:00,18,,88
98,동두천,2020-06-16 02:00,18.1,,91
98,동두천,2020-06-16 03:00,18.8,,89
98,동두천,2020-06-16 04:00,19,,89
98,동두천,2020-06-16 05:00,18.6,,89
98,동두천,2020-06-16 06:00,18.9,,90
98,동두천,2020-06-16 07:00,19.9,,85
98,동두천,2020-06-16 08:00,21,,81
98,동두천,2020-06-16 09:00,22.9,,73
98,동두천,2020-06-16 10:00,23.9,,66
98,동두천,2020-06-16 11:00,24.8,,61
98,동두천,2020-06-16 12:00,26.4,,57
98,동두천,2020-06-16 13:00,27.9,,55
98,동두천,2020-06-16 14:00,28.3,,51
98,동두천,2020-06-16 15:00,29.1,,41
98,동두천,2020-06-16 16:00,29.3,,43
98,동두천,2020-06-16 17:00,28.8,,44
98,동두천,2020-06-16 18:00,27.7,,47
98,동두천,2020-06-16 19:00,26.6,,50
98,동두천,2020-06-16 20:00,24.4,,71
98,동두천,2020-06-16 21:00,23.8,,74
98,동두천,2020-06-16 22:00,23.1,,78
98,동두천,2020-06-16 23:00,21.8,,84
98,동두천,2020-06-17 00:00,20.6,,89
98,동두천,2020-06-17 01:00,20,,91
98,동두천,2020-06-17 02:00,19.7,,92
98,동두천,2020-06-17 03:00,18.8,,94
98,동두천,2020-06-17 04:00,18.3,,94
98,동두천,2020-06-17 05:00,18,,95
98,동두천,2020-06-17 06:00,18,,95
98,동두천,2020-06-17 07:00,19.5,,92
98,동두천,2020-06-17 08:00,21.9,,79
98,동두천,2020-06-17 09:00,24.8,,66
98,동두천,2020-06-17 10:00,25.8,,66
98,동두천,2020-06-17 11:00,26.3,,57
98,동두천,2020-06-17 12:00,27.8,,53
98,동두천,2020-06-17 13:00,27.7,,55
98,동두천,2020-06-17 14:00,28.9,,47
98,동두천,2020-06-17 15:00,28.6,,52
98,동두천,2020-06-17 16:00,28.8,,52
98,동두천,2020-06-17 17:00,27.5,,54
98,동두천,2020-06-17 18:00,25.7,,62
98,동두천,2020-06-17 19:00,24.5,,48
98,동두천,2020-06-17 20:00,23.2,,57
98,동두천,2020-06-17 21:00,22.5,,61
98,동두천,2020-06-17 22:00,21.7,,58
98,동두천,2020-06-17 23:00,20.9,,65
98,동두천,2020-06-18 00:00,20.4,,66
98,동두천,2020-06-18 01:00,19.8,,66
98,동두천,2020-06-18 02:00,18.7,,70
98,동두천,2020-06-18 03:00,18,,71
98,동두천,2020-06-18 04:00,17.7,,71
98,동두천,2020-06-18 05:00,17.3,,78
98,동두천,2020-06-18 06:00,17.5,,77
98,동두천,2020-06-18 07:00,18.2,,78
98,동두천,2020-06-18 08:00,19.8,,71
98,동두천,2020-06-18 09:00,20.7,,66
98,동두천,2020-06-18 10:00,22.3,,64
98,동두천,2020-06-18 11:00,22.3,,64
98,동두천,2020-06-18 12:00,23.1,,63
98,동두천,2020-06-18 13:00,24.2,,62
98,동두천,2020-06-18 14:00,25,,56
98,동두천,2020-06-18 15:00,25.8,,58
98,동두천,2020-06-18 16:00,25.8,,57
98,동두천,2020-06-18 17:00,24.2,,67
98,동두천,2020-06-18 18:00,24,,69
98,동두천,2020-06-18 19:00,23.2,,72
98,동두천,2020-06-18 20:00,22.4,,72
98,동두천,2020-06-18 21:00,22.1,,75
98,동두천,2020-06-18 22:00,21.3,,79
98,동두천,2020-06-18 23:00,21.2,,74
98,동두천,2020-06-19 00:00,20.8,,76
98,동두천,2020-06-19 01:00,20.6,,76
98,동두천,2020-06-19 02:00,20.1,,78
98,동두천,2020-06-19 03:00,20.3,,77
98,동두천,2020-06-19 04:00,19.6,,81
98,동두천,2020-06-19 05:00,19.7,,81
98,동두천,2020-06-19 06:00,19.7,,82
98,동두천,2020-06-19 07:00,19.7,,85
98,동두천,2020-06-19 08:00,20.9,,80
98,동두천,2020-06-19 09:00,21.7,,77
98,동두천,2020-06-19 10:00,23.3,,73
98,동두천,2020-06-19 11:00,25.1,,64
98,동두천,2020-06-19 12:00,27.8,,56
98,동두천,2020-06-19 13:00,28.3,,54
98,동두천,2020-06-19 14:00,28.2,,49
98,동두천,2020-06-19 15:00,28.9,,53
98,동두천,2020-06-19 16:00,29.1,,52
98,동두천,2020-06-19 17:00,28.7,,50
98,동두천,2020-06-19 18:00,29.3,,49
98,동두천,2020-06-19 19:00,27.7,,52
98,동두천,2020-06-19 20:00,25.2,,68
98,동두천,2020-06-19 21:00,23.5,,75
98,동두천,2020-06-19 22:00,22.6,,79
98,동두천,2020-06-19 23:00,21.5,,83
98,동두천,2020-06-20 00:00,21.1,,86
98,동두천,2020-06-20 01:00,20.5,,88
98,동두천,2020-06-20 02:00,20,,90
98,동두천,2020-06-20 03:00,19.1,,93
98,동두천,2020-06-20 04:00,18.4,,94
98,동두천,2020-06-20 05:00,18.6,,93
98,동두천,2020-06-20 06:00,18.8,,93
98,동두천,2020-06-20 07:00,20.8,,90
98,동두천,2020-06-20 08:00,22.7,,80
98,동두천,2020-06-20 09:00,25.1,,73
98,동두천,2020-06-20 10:00,25.2,,66
98,동두천,2020-06-20 11:00,26.1,,68
98,동두천,2020-06-20 12:00,27.7,,64
98,동두천,2020-06-20 13:00,27.9,,61
98,동두천,2020-06-20 14:00,29.3,,55
98,동두천,2020-06-20 15:00,29.2,,55
98,동두천,2020-06-20 16:00,28.5,,57
98,동두천,2020-06-20 17:00,29,,55
98,동두천,2020-06-20 18:00,27.7,,55
98,동두천,2020-06-20 19:00,26.2,,60
98,동두천,2020-06-20 20:00,24.2,,68
98,동두천,2020-06-20 21:00,23,,76
98,동두천,2020-06-20 22:00,21.8,,78
98,동두천,2020-06-20 23:00,20.9,,77
98,동두천,2020-06-21 00:00,20,,83
98,동두천,2020-06-21 01:00,19.6,,83
98,동두천,2020-06-21 02:00,18.5,,87
98,동두천,2020-06-21 03:00,17.6,,92
98,동두천,2020-06-21 04:00,17.2,,94
98,동두천,2020-06-21 05:00,16.7,,94
98,동두천,2020-06-21 06:00,17.2,,93
98,동두천,2020-06-21 07:00,18.9,,90
98,동두천,2020-06-21 08:00,21.2,,79
98,동두천,2020-06-21 09:00,23.8,,69
98,동두천,2020-06-21 10:00,25.6,,62
98,동두천,2020-06-21 11:00,28.8,,52
98,동두천,2020-06-21 12:00,30.4,,48
98,동두천,2020-06-21 13:00,30.9,,45
98,동두천,2020-06-21 14:00,31.9,,50
98,동두천,2020-06-21 15:00,32.3,,45
98,동두천,2020-06-21 16:00,32.1,,42
98,동두천,2020-06-21 17:00,30,,45
98,동두천,2020-06-21 18:00,30.1,,49
98,동두천,2020-06-21 19:00,28.2,,57
98,동두천,2020-06-21 20:00,26.5,,64
98,동두천,2020-06-21 21:00,25,,72
98,동두천,2020-06-21 22:00,24.1,,76
98,동두천,2020-06-21 23:00,23,,80
98,동두천,2020-06-22 00:00,21.6,,86
98,동두천,2020-06-22 01:00,20.7,,91
98,동두천,2020-06-22 02:00,19.9,,92
98,동두천,2020-06-22 03:00,19.2,,95
98,동두천,2020-06-22 04:00,19.6,,94
98,동두천,2020-06-22 05:00,19.2,,95
98,동두천,2020-06-22 06:00,19,,95
98,동두천,2020-06-22 07:00,20.7,,91
98,동두천,2020-06-22 08:00,23.4,,79
98,동두천,2020-06-22 09:00,26,,70
98,동두천,2020-06-22 10:00,28.7,,52
98,동두천,2020-06-22 11:00,31.1,,40
98,동두천,2020-06-22 12:00,32.7,,41
98,동두천,2020-06-22 13:00,33.6,,42
98,동두천,2020-06-22 14:00,34.2,,28
98,동두천,2020-06-22 15:00,34.4,,27
98,동두천,2020-06-22 16:00,34.9,,26
98,동두천,2020-06-22 17:00,33.3,,32
98,동두천,2020-06-22 18:00,31.2,,39
98,동두천,2020-06-22 19:00,30.7,,46
98,동두천,2020-06-22 20:00,28.1,,51
98,동두천,2020-06-22 21:00,26.5,,51
98,동두천,2020-06-22 22:00,25,,57
98,동두천,2020-06-22 23:00,23.6,,64
98,동두천,2020-06-23 00:00,22.8,,68
98,동두천,2020-06-23 01:00,21.5,,73
98,동두천,2020-06-23 02:00,21.7,,73
98,동두천,2020-06-23 03:00,21.3,,76
98,동두천,2020-06-23 04:00,21.3,,76
98,동두천,2020-06-23 05:00,21.2,,78
98,동두천,2020-06-23 06:00,21.4,,77
98,동두천,2020-06-23 07:00,22.4,,76
98,동두천,2020-06-23 08:00,24.9,,66
98,동두천,2020-06-23 09:00,26.9,,61
98,동두천,2020-06-23 10:00,29.1,,55
98,동두천,2020-06-23 11:00,30.6,,51
98,동두천,2020-06-23 12:00,30.2,,49
98,동두천,2020-06-23 13:00,29.7,,51
98,동두천,2020-06-23 14:00,29.1,,61
98,동두천,2020-06-23 15:00,28.5,,61
98,동두천,2020-06-23 16:00,28,,61
98,동두천,2020-06-23 17:00,27.5,,63
98,동두천,2020-06-23 18:00,26.9,,66
98,동두천,2020-06-23 19:00,26.2,,70
98,동두천,2020-06-23 20:00,25.6,,73
98,동두천,2020-06-23 21:00,24.6,,77
98,동두천,2020-06-23 22:00,24.4,,77
98,동두천,2020-06-23 23:00,24,0,76
98,동두천,2020-06-24 00:00,23.7,0,78
98,동두천,2020-06-24 01:00,24,,77
98,동두천,2020-06-24 02:00,23.3,0,82
98,동두천,2020-06-24 03:00,23.3,,81
98,동두천,2020-06-24 04:00,23,0,85
98,동두천,2020-06-24 05:00,22.1,.1,91
98,동두천,2020-06-24 06:00,23.2,.3,76
98,동두천,2020-06-24 07:00,23.4,0,78
98,동두천,2020-06-24 08:00,24.2,,75
98,동두천,2020-06-24 09:00,22.5,.5,80
98,동두천,2020-06-24 10:00,22.5,.5,80
98,동두천,2020-06-24 11:00,21.1,1,94
98,동두천,2020-06-24 12:00,19.4,6.5,96
98,동두천,2020-06-24 13:00,18.4,12.5,95
98,동두천,2020-06-24 14:00,18.5,6.2,98
98,동두천,2020-06-24 15:00,18.8,3.2,96
98,동두천,2020-06-24 16:00,19,6.1,97
98,동두천,2020-06-24 17:00,19.1,1.5,97
98,동두천,2020-06-24 18:00,19.2,1.8,98
98,동두천,2020-06-24 19:00,19.3,1.7,97
98,동두천,2020-06-24 20:00,19.2,.7,98
98,동두천,2020-06-24 21:00,19.5,1.4,97
98,동두천,2020-06-24 22:00,19.1,1.1,98
98,동두천,2020-06-24 23:00,19,1.4,100
98,동두천,2020-06-25 00:00,18.8,1.9,100
98,동두천,2020-06-25 01:00,18.8,2,100
98,동두천,2020-06-25 02:00,18.8,1.3,100
98,동두천,2020-06-25 03:00,18.9,.9,100
98,동두천,2020-06-25 04:00,19,1.2,100
98,동두천,2020-06-25 05:00,19,.3,100
